filename,class,truncated,occluded,observation angle,xmin,ymin,xmax,ymax,height,width,length,xloc,yloc,zloc,rot_y,id
000930.txt,Van,0.0,3,1.68,547.82,170.75,580.48,198.52,1.85,1.84,4.06,-3.19,1.74,50.52,1.62,4909.0
000931.txt,Cyclist,0.0,3,-1.9,921.16,148.18,992.49,260.57,1.8,0.52,1.75,5.9,1.41,12.44,-1.47,4910.0
000931.txt,Pedestrian,0.0,1,-2.15,971.07,159.12,1006.25,242.08,1.7,0.69,0.68,7.81,1.42,15.21,-1.69,4911.0
000931.txt,Pedestrian,0.0,1,-2.08,1006.8,157.3,1040.48,241.56,1.7,0.48,0.87,8.49,1.39,15.01,-1.57,4912.0
000931.txt,Misc,0.0,2,-2.01,984.6,191.92,1026.48,239.9,1.0,0.5,0.77,8.51,1.42,15.63,-1.52,4913.0
000931.txt,Cyclist,0.0,3,-1.7,779.03,167.73,796.1,209.37,1.64,0.44,1.56,7.14,1.44,29.19,-1.47,4914.0
000932.txt,Truck,0.91,1,2.3,0.0,63.04,116.81,289.28,3.43,2.81,7.03,-10.65,1.77,10.18,1.51,4915.0
000932.txt,Van,0.0,3,1.71,462.67,172.34,495.07,206.33,2.72,1.9,5.78,-11.03,2.72,60.99,1.53,4916.0
000932.txt,Car,0.0,0,-1.59,551.12,183.47,568.46,197.06,1.26,1.6,3.56,-4.91,2.31,70.17,-1.66,4917.0
000933.txt,Car,0.0,0,1.7,481.18,184.27,541.92,227.32,1.44,1.72,4.14,-3.63,1.89,26.95,1.57,4918.0
000934.txt,Car,0.0,0,1.57,611.61,192.15,629.05,208.5,1.41,1.59,4.47,0.96,3.29,68.6,1.58,4919.0
000935.txt,Car,0.0,0,-1.59,592.17,174.17,640.97,220.34,1.56,1.65,3.69,0.17,1.63,26.48,-1.58,4920.0
000935.txt,Car,0.0,0,1.82,365.26,184.84,443.01,229.15,1.37,1.64,3.92,-7.06,1.81,24.99,1.55,4921.0
000935.txt,Car,0.0,0,-1.03,748.74,169.25,939.55,259.6,1.49,1.59,4.09,4.54,1.44,13.82,-0.72,4922.0
000935.txt,Car,0.0,2,-0.97,689.12,174.4,819.9,229.17,1.4,1.63,4.05,4.14,1.45,20.48,-0.78,4923.0
000935.txt,Car,0.0,2,-0.96,688.93,173.18,795.72,220.18,1.45,1.58,3.87,4.47,1.48,24.25,-0.78,4924.0
000935.txt,Car,0.0,2,-0.94,686.83,168.29,778.14,212.47,1.61,1.67,3.65,4.79,1.46,28.16,-0.78,4925.0
000935.txt,Van,0.0,1,-0.95,653.54,163.25,740.02,204.59,1.88,1.82,4.64,4.27,1.46,35.15,-0.83,4926.0
000935.txt,Car,0.0,2,-0.88,648.15,172.61,715.57,199.31,1.49,1.63,4.16,4.22,1.49,42.23,-0.78,4927.0
000935.txt,Car,0.0,1,1.85,389.18,174.98,441.28,206.2,1.67,1.68,4.49,-11.07,1.82,41.19,1.59,4928.0
000935.txt,Van,0.0,1,1.73,534.14,159.54,564.57,187.97,2.91,2.18,6.91,-6.47,1.58,77.89,1.65,4929.0
000935.txt,Car,0.0,2,1.83,422.37,175.53,463.24,201.58,1.63,1.58,4.2,-10.99,1.82,47.56,1.6,4930.0
000935.txt,Car,0.0,0,1.77,488.3,176.11,514.5,191.57,1.45,1.65,4.63,-10.64,1.79,70.91,1.62,4931.0
000935.txt,Car,0.0,1,1.86,368.45,176.76,401.02,199.38,1.47,1.29,2.95,-15.18,1.74,48.66,1.56,4932.0
000935.txt,Car,0.0,2,1.44,125.55,178.06,165.99,203.78,1.48,1.59,3.66,-28.24,1.82,43.81,0.87,4933.0
000936.txt,Car,0.0,0,-1.57,587.25,183.18,641.94,228.06,1.36,1.69,3.38,0.1,1.73,24.13,-1.57,4934.0
000936.txt,Car,0.48,3,-1.75,0.0,188.45,213.17,374.0,1.46,1.49,3.4,-4.81,1.6,6.04,-2.4,4935.0
000936.txt,Car,0.0,2,-1.95,128.23,181.84,376.54,325.12,1.43,1.62,3.47,-4.63,1.56,9.03,-2.41,4936.0
000936.txt,Car,0.0,1,-2.15,331.58,182.93,487.4,250.01,1.37,1.55,3.96,-4.78,1.62,16.77,-2.43,4937.0
000936.txt,Car,0.0,2,-2.12,383.08,180.87,503.98,239.54,1.44,1.59,3.57,-4.66,1.68,19.75,-2.34,4938.0
000936.txt,Car,0.0,2,-2.18,431.15,180.09,525.14,220.16,1.4,1.57,3.83,-5.08,1.7,27.34,-2.37,4939.0
000936.txt,Van,0.0,3,-2.25,451.59,155.43,558.59,213.19,2.21,1.82,4.69,-4.44,1.58,29.85,-2.39,4940.0
000936.txt,Car,0.9,3,-2.29,970.53,158.15,1241.0,374.0,1.72,1.79,3.94,4.03,1.64,4.34,-1.58,4941.0
000936.txt,Pedestrian,0.0,0,-1.77,742.88,177.01,772.55,244.26,1.61,0.74,1.08,3.61,1.72,17.9,-1.58,4942.0
000936.txt,Car,0.0,2,-0.65,914.78,175.76,1134.12,258.29,1.7,1.77,4.06,9.27,1.79,16.36,-0.14,4943.0
000936.txt,Car,0.0,2,-1.55,592.26,181.15,626.59,212.56,1.52,1.67,3.61,-0.03,1.95,37.12,-1.55,4944.0
000936.txt,Car,0.55,3,2.22,0.0,186.11,148.97,302.58,1.4,1.44,3.45,-8.25,1.6,10.03,1.54,4945.0
000936.txt,Van,0.61,3,-0.76,1100.34,144.5,1241.0,263.6,2.51,2.46,5.85,14.99,1.9,16.57,-0.03,4946.0
000936.txt,Car,0.0,2,2.05,165.82,173.97,273.62,220.95,1.58,1.73,4.22,-14.33,1.65,26.71,1.56,4947.0
000936.txt,Car,0.0,2,2.04,255.62,181.18,324.02,211.0,1.26,1.46,3.32,-14.41,1.65,32.57,1.63,4948.0
000936.txt,Truck,0.0,3,1.83,387.39,158.69,446.5,201.16,2.98,2.46,7.5,-14.52,2.03,54.8,1.57,4949.0
000937.txt,Pedestrian,0.0,0,-1.57,564.4,177.45,583.25,225.75,1.58,0.67,0.87,-1.26,1.74,24.16,-1.62,4950.0
000937.txt,Pedestrian,0.0,0,1.67,533.74,171.96,557.77,234.04,1.7,0.7,0.69,-1.86,1.68,20.18,1.57,4951.0
000937.txt,Pedestrian,0.0,0,1.44,730.31,166.35,747.68,217.08,1.92,0.64,1.08,4.93,1.68,27.92,1.62,4952.0
000937.txt,Pedestrian,0.0,0,1.38,749.19,166.76,766.74,215.09,1.83,0.77,1.01,5.65,1.6,27.89,1.57,4953.0
000937.txt,Pedestrian,0.0,0,-0.62,1091.66,155.87,1139.58,271.13,1.72,0.84,0.52,7.86,1.47,11.2,-0.02,4954.0
000937.txt,Pedestrian,0.0,1,-0.56,1071.99,163.44,1107.13,263.85,1.61,0.66,0.56,7.85,1.46,11.9,0.01,4955.0
000938.txt,Car,0.0,0,-1.57,582.06,173.05,609.11,199.78,1.65,1.67,3.64,-0.96,1.69,46.8,-1.59,4956.0
000938.txt,Van,0.0,1,1.95,206.57,172.08,335.65,243.89,1.87,1.8,4.72,-9.88,1.89,21.39,1.52,4957.0
000938.txt,Car,0.0,0,-1.49,524.56,174.74,561.63,208.51,1.61,1.51,4.5,-3.41,1.74,37.08,-1.58,4958.0
000938.txt,Car,0.0,1,1.74,426.71,181.06,463.95,205.11,1.49,1.67,4.3,-10.8,2.04,47.44,1.52,4959.0
000939.txt,Car,0.0,0,-1.58,588.48,175.31,615.22,201.75,1.65,1.67,3.64,-0.58,1.83,47.32,-1.59,4960.0
000939.txt,Car,0.0,1,1.98,172.51,194.49,317.16,263.48,1.43,1.63,4.31,-9.06,2.03,18.24,1.53,4961.0
000939.txt,Car,0.0,1,1.78,414.16,184.29,460.21,212.97,1.44,1.62,4.02,-9.38,2.09,39.31,1.55,4962.0
000940.txt,Cyclist,0.17,3,-2.22,1102.91,146.01,1241.0,327.77,1.75,0.51,1.52,6.02,1.5,7.7,-1.57,4963.0
000940.txt,Car,0.64,1,2.27,0.0,195.3,85.4,251.29,1.34,1.65,4.44,-16.18,1.98,18.82,1.57,4964.0
000940.txt,Car,0.0,0,1.93,308.74,184.77,365.76,212.68,1.49,1.76,4.01,-15.67,2.2,41.57,1.57,4965.0
000940.txt,Car,0.0,0,1.87,380.6,184.6,418.22,203.97,1.38,1.8,3.41,-15.87,2.28,54.44,1.58,4966.0
000941.txt,Car,0.57,0,-1.1,0.0,187.55,425.15,374.0,1.77,1.75,4.67,-3.17,1.93,6.27,-1.55,4967.0
000941.txt,Car,0.0,0,1.76,432.73,183.27,536.13,260.78,1.6,1.68,3.94,-2.88,1.86,17.12,1.59,4968.0
000941.txt,Car,0.0,0,1.63,558.58,183.21,588.78,207.04,1.42,1.66,4.11,-2.3,2.1,46.1,1.58,4969.0
000942.txt,Car,0.91,0,0.83,935.77,170.85,1241.0,374.0,1.46,1.61,3.61,3.36,1.45,3.77,1.52,4970.0
000942.txt,Car,0.1,0,2.18,0.0,199.03,313.32,359.65,1.48,1.56,4.09,-5.61,1.88,9.25,1.65,4971.0
000942.txt,Car,0.0,1,-1.94,760.13,175.16,1013.14,317.21,1.46,1.67,3.89,3.26,1.52,9.49,-1.62,4972.0
000942.txt,Car,0.0,0,1.82,399.95,176.29,476.65,227.16,1.56,1.63,3.62,-5.7,1.7,24.18,1.59,4973.0
000942.txt,Car,0.0,1,-1.8,689.61,170.7,788.03,238.54,1.51,1.6,3.54,3.06,1.49,18.03,-1.64,4974.0
000942.txt,Car,0.0,2,-1.81,675.16,170.41,746.06,221.61,1.53,1.5,3.34,3.16,1.48,23.5,-1.68,4975.0
000942.txt,Car,0.0,2,1.75,445.38,176.87,496.6,215.57,1.46,1.43,3.52,-5.6,1.64,29.21,1.56,4976.0
000943.txt,Car,0.0,0,-1.59,546.8,172.07,717.04,336.12,1.66,1.73,3.05,0.17,1.68,8.92,-1.57,4977.0
000943.txt,Tram,0.0,1,0.8,645.21,129.81,829.33,196.96,3.32,2.17,12.49,6.71,1.28,41.37,0.96,4978.0
000943.txt,Car,0.0,0,2.02,195.48,181.11,312.92,237.08,1.6,1.75,4.0,-11.2,1.88,22.95,1.57,4979.0
000943.txt,Car,0.0,0,1.86,361.62,180.15,418.23,212.58,1.58,1.63,4.31,-11.42,1.97,37.6,1.57,4980.0
000943.txt,Cyclist,0.0,3,-0.91,3.21,175.2,71.62,237.73,1.78,0.6,1.81,-17.05,1.86,21.48,-1.57,4981.0
000944.txt,Car,0.0,0,-1.65,653.07,178.55,691.18,207.3,1.41,1.65,4.28,3.19,1.73,38.08,-1.57,4982.0
000944.txt,Van,0.0,2,0.13,435.78,164.34,544.59,207.94,1.99,1.8,4.96,-5.73,1.63,34.76,-0.03,4983.0
000944.txt,Car,0.0,2,0.17,431.75,178.53,537.75,212.58,1.44,1.8,4.44,-5.59,1.72,32.4,-0.0,4984.0
000944.txt,Car,0.0,2,0.31,375.08,179.26,511.05,226.03,1.53,1.8,4.22,-5.75,1.77,24.95,0.08,4985.0
000944.txt,Car,0.0,2,0.34,358.6,180.92,497.93,231.55,1.5,1.46,3.95,-5.66,1.77,22.53,0.1,4986.0
000944.txt,Car,0.0,2,0.28,324.61,180.99,471.55,239.83,1.53,1.64,3.6,-5.87,1.78,20.11,0.0,4987.0
000944.txt,Car,0.0,2,-2.73,190.05,182.96,386.38,262.81,1.53,1.51,3.38,-6.59,1.76,14.9,-3.14,4988.0
000944.txt,Car,0.0,1,-2.71,110.31,185.45,376.0,276.62,1.41,1.63,3.75,-6.22,1.66,12.45,3.12,4989.0
000944.txt,Car,0.58,1,-2.49,0.0,195.66,234.4,354.6,1.47,1.53,4.21,-6.56,1.76,7.65,3.1,4990.0
000944.txt,Car,0.82,0,-2.09,808.91,173.01,1241.0,374.0,1.64,1.62,4.2,2.59,1.66,4.36,-1.59,4991.0
000944.txt,Truck,0.0,2,-1.63,636.83,163.79,675.97,198.02,2.4,2.5,6.54,3.39,1.8,54.36,-1.57,4992.0
000945.txt,Car,0.0,0,1.81,363.97,182.25,518.82,301.31,1.63,1.6,3.73,-2.62,1.8,11.88,1.59,4993.0
000945.txt,Car,0.88,0,-2.04,875.51,219.55,1241.0,374.0,1.45,1.5,3.26,2.57,1.79,3.78,-1.47,4994.0
000945.txt,Car,0.0,1,-1.84,721.52,186.08,904.77,327.88,1.59,1.49,3.34,2.56,1.8,9.99,-1.6,4995.0
000945.txt,Car,0.0,1,-1.75,670.11,189.77,777.05,274.71,1.54,1.6,3.52,2.25,1.93,15.36,-1.6,4996.0
000945.txt,Car,0.0,2,-1.42,449.02,187.12,535.12,261.03,1.54,1.5,3.48,-2.76,1.91,17.24,-1.58,4997.0
000945.txt,Car,0.0,2,1.71,479.73,186.94,547.47,238.96,1.44,1.63,3.32,-2.95,1.9,22.34,1.58,4998.0
000945.txt,Car,0.0,2,-1.76,654.31,184.86,726.06,240.73,1.55,1.55,3.27,2.35,1.93,22.14,-1.66,4999.0
000945.txt,Car,0.0,2,-1.68,636.74,186.69,691.2,230.76,1.48,1.6,3.79,1.91,2.03,27.0,-1.61,5000.0
000945.txt,Car,0.0,1,1.69,524.87,185.58,563.02,217.95,1.56,1.55,3.64,-3.41,2.24,37.46,1.6,5001.0
000945.txt,Car,0.0,1,1.65,547.18,177.05,580.74,210.91,1.91,1.66,4.22,-2.72,2.17,43.08,1.58,5002.0
000945.txt,Car,0.0,1,1.67,560.37,179.67,591.66,208.01,1.83,1.69,4.28,-2.28,2.3,49.02,1.62,5003.0
000946.txt,Car,0.0,0,-1.37,625.23,177.69,659.82,201.6,1.54,1.63,3.67,2.21,1.88,48.74,-1.33,5004.0
000946.txt,Car,0.0,0,1.96,414.94,184.29,484.65,224.19,1.56,1.59,3.69,-6.75,2.06,30.6,1.74,5005.0
000946.txt,Car,0.0,1,1.89,455.59,175.41,513.01,217.3,1.93,1.59,4.01,-6.14,2.08,35.48,1.72,5006.0
000946.txt,Car,0.0,0,-1.62,667.86,174.76,702.71,205.74,1.58,1.67,3.84,4.01,1.71,39.16,-1.52,5007.0
000946.txt,Car,0.0,1,2.67,1028.7,159.73,1141.0,195.72,1.39,1.51,3.49,19.2,0.9,29.33,-3.04,5008.0
000947.txt,Pedestrian,0.18,1,-0.86,1137.96,143.64,1200.13,294.96,1.85,0.67,1.1,7.37,1.39,9.08,-0.19,5009.0
000947.txt,Pedestrian,0.55,0,1.49,0.0,149.44,109.5,369.0,1.74,0.77,0.87,-3.77,1.56,4.55,0.83,5010.0
000948.txt,Car,0.0,0,-1.55,582.42,172.96,604.41,194.04,1.66,1.73,3.05,-1.35,1.7,59.06,-1.58,5011.0
000948.txt,Truck,0.0,0,-1.62,611.49,160.88,642.9,190.32,2.85,2.63,12.34,1.7,1.76,76.78,-1.6,5012.0
000948.txt,Misc,0.19,0,2.23,0.0,158.78,109.5,246.39,2.74,2.14,3.05,-18.99,2.33,24.24,1.58,5013.0
000948.txt,Van,0.0,0,2.01,164.73,178.38,254.09,226.15,2.13,1.93,4.7,-19.27,2.42,34.92,1.51,5014.0
000949.txt,Car,0.0,0,2.12,73.24,186.87,231.16,246.07,1.55,1.88,4.59,-13.68,2.0,21.88,1.57,5015.0
000949.txt,Truck,0.79,3,2.3,0.0,112.56,100.53,248.57,4.14,2.97,8.86,-20.1,2.32,21.88,1.57,5016.0
000949.txt,Truck,0.0,1,2.13,46.92,122.47,240.27,232.68,4.19,2.94,8.67,-20.1,2.32,31.94,1.57,5017.0
000949.txt,Truck,0.0,3,1.85,363.57,160.15,416.66,200.84,3.3,2.47,7.15,-18.93,2.31,62.52,1.56,5018.0
000950.txt,Car,0.0,0,1.53,540.2,186.06,568.58,214.59,1.68,1.63,3.9,-3.58,2.54,45.71,1.46,5019.0
000951.txt,Van,0.0,0,-1.53,489.15,157.37,573.85,250.16,1.98,1.8,4.54,-1.86,1.68,17.8,-1.63,5020.0
000951.txt,Van,0.39,0,-0.74,971.19,96.21,1241.0,259.39,2.66,2.13,6.64,10.34,1.39,13.12,-0.09,5021.0
000951.txt,Car,0.0,0,-1.19,159.13,186.76,316.12,260.55,1.48,1.71,4.65,-8.75,1.84,17.37,-1.65,5022.0
000951.txt,Car,0.0,1,-1.0,0.12,165.41,200.99,264.21,2.04,1.66,4.62,-11.97,1.92,17.34,-1.6,5023.0
000951.txt,Car,0.0,0,-1.44,404.21,171.04,470.78,217.94,1.42,1.64,3.95,-5.72,1.4,24.15,-1.67,5024.0
000951.txt,Car,0.0,0,-1.9,729.04,171.75,852.09,236.91,1.51,1.72,4.5,4.58,1.52,19.2,-1.67,5025.0
000951.txt,Car,0.0,0,-1.58,572.27,161.95,611.42,198.88,1.7,1.8,4.5,-0.95,1.22,35.74,-1.61,5026.0
000951.txt,Van,0.0,0,1.44,619.49,147.82,663.98,193.68,2.75,2.04,6.05,1.94,1.28,46.55,1.48,5027.0
000951.txt,Car,0.0,1,-1.96,805.75,162.56,936.29,230.6,1.64,1.73,4.43,6.94,1.42,19.82,-1.63,5028.0
000951.txt,Car,0.0,2,-2.08,892.49,171.92,1049.68,229.86,1.38,1.8,4.49,9.6,1.39,19.74,-1.64,5029.0
000951.txt,Truck,0.0,1,1.53,563.92,131.16,607.39,196.5,3.57,2.25,7.97,-1.6,1.33,43.58,1.49,5030.0
000951.txt,Misc,0.71,1,2.26,0.0,212.0,117.56,262.11,0.93,2.39,5.82,-14.66,1.98,16.8,1.55,5031.0
000952.txt,Car,0.0,0,-0.86,577.72,168.44,893.86,359.62,1.6,1.57,3.23,1.38,1.58,7.68,-0.69,5032.0
000952.txt,Car,0.0,1,2.02,839.56,167.77,1067.47,299.57,1.57,1.5,3.68,4.97,1.52,10.33,2.46,5033.0
000952.txt,Car,0.0,1,-1.28,1052.37,179.61,1209.11,263.49,1.47,1.6,3.66,10.56,1.62,14.61,-0.66,5034.0
000953.txt,Car,0.0,0,-1.79,667.83,175.51,779.63,257.74,1.66,1.66,3.98,2.45,1.74,16.73,-1.65,5035.0
000953.txt,Car,0.0,2,0.27,349.4,182.41,478.27,232.66,1.52,1.69,3.68,-6.29,1.85,23.24,0.0,5036.0
000953.txt,Car,0.0,2,-2.9,396.9,179.61,476.18,215.72,1.57,1.47,3.23,-7.87,1.89,32.76,-3.14,5037.0
000953.txt,Van,0.0,2,-2.98,419.78,171.38,509.0,210.83,1.94,1.75,4.27,-7.48,1.9,37.18,3.1,5038.0
000953.txt,Car,0.0,0,-1.75,604.57,180.95,632.64,200.56,1.41,1.51,3.45,0.6,2.02,54.11,-1.74,5039.0
000954.txt,Car,0.0,0,-1.91,762.07,159.9,989.43,312.81,1.64,1.69,3.3,3.19,1.53,9.49,-1.59,5040.0
000955.txt,Car,0.0,0,0.36,235.76,183.17,390.22,241.04,1.52,1.64,3.7,-8.36,1.84,20.43,-0.03,5041.0
000955.txt,Car,0.0,1,-2.73,307.68,183.82,428.31,228.58,1.5,1.62,3.69,-8.54,1.91,25.49,-3.05,5042.0
000955.txt,Cyclist,0.83,0,-2.23,1210.2,134.42,1241.0,261.29,1.82,0.51,1.85,9.23,1.26,9.95,-1.49,5043.0
000955.txt,Cyclist,0.0,1,-2.07,1031.11,148.84,1107.95,240.16,1.62,0.43,1.7,8.64,1.21,13.69,-1.51,5044.0
000955.txt,Cyclist,0.0,0,-1.45,987.78,161.96,1016.85,227.95,1.62,0.44,1.79,10.09,1.36,18.6,-0.96,5045.0
000955.txt,Car,0.0,0,1.44,885.78,162.78,921.38,185.62,1.51,1.7,4.45,20.46,0.86,50.46,1.82,5046.0
000956.txt,Car,0.0,0,-1.56,570.35,172.44,655.92,250.37,1.6,1.76,3.84,0.1,1.33,16.82,-1.55,5047.0
000956.txt,Car,0.67,3,-0.88,0.0,194.41,148.48,312.2,1.42,1.61,4.05,-8.46,1.59,9.87,-1.57,5048.0
000956.txt,Car,0.24,0,-1.06,0.0,184.01,343.91,375.0,1.56,1.69,3.63,-4.21,1.57,7.22,-1.57,5049.0
000956.txt,Car,0.0,0,-1.33,388.33,184.67,478.15,241.54,1.38,1.58,3.49,-4.69,1.38,19.6,-1.57,5050.0
000956.txt,Car,0.0,0,-1.23,300.67,179.87,395.06,230.44,1.5,1.64,3.93,-8.37,1.33,23.42,-1.57,5051.0
000956.txt,Car,0.0,1,-1.41,460.51,178.88,521.95,219.45,1.43,1.64,4.33,-4.44,1.2,27.79,-1.56,5052.0
000956.txt,Misc,0.0,1,-1.46,485.69,134.6,556.3,207.14,3.48,2.57,11.68,-4.62,1.01,40.57,-1.57,5053.0
000956.txt,Misc,0.0,1,-1.54,544.77,152.34,573.9,192.32,3.91,2.68,12.6,-5.04,0.64,76.97,-1.61,5054.0
000956.txt,Car,0.2,3,-0.94,0.0,185.55,175.01,260.04,1.48,1.69,4.52,-12.43,1.51,16.91,-1.57,5055.0
000956.txt,Car,0.0,2,-1.08,165.18,181.78,273.42,230.45,1.48,1.57,3.75,-12.86,1.37,23.99,-1.57,5056.0
000956.txt,Van,0.0,1,-1.3,381.13,171.12,430.25,204.14,1.88,1.83,3.95,-12.12,1.07,43.28,-1.57,5057.0
000956.txt,Car,0.0,0,-1.31,663.38,180.2,684.32,194.82,1.5,1.39,3.28,7.02,0.98,76.08,-1.22,5058.0
000957.txt,Pedestrian,0.0,0,2.67,896.59,144.85,972.92,290.58,1.86,0.51,0.87,4.3,1.41,9.35,3.09,5059.0
000958.txt,Car,0.0,0,1.94,206.95,185.66,402.42,281.82,1.46,1.67,4.92,-5.57,1.74,13.84,1.57,5060.0
000958.txt,Cyclist,0.0,0,1.83,414.31,164.64,471.82,257.94,1.78,0.66,1.9,-3.42,1.63,14.74,1.61,5061.0
000958.txt,Car,0.0,0,1.82,462.76,174.72,525.54,209.19,1.42,1.73,4.41,-5.13,1.53,32.31,1.66,5062.0
000958.txt,Car,0.0,1,-1.58,648.44,167.49,689.79,201.42,1.51,1.84,4.1,2.77,1.3,34.53,-1.5,5063.0
000959.txt,Car,0.0,0,-1.58,598.66,178.36,622.5,201.04,1.54,1.63,3.67,0.01,1.95,51.52,-1.58,5064.0
000959.txt,Car,0.83,0,-2.14,853.14,185.77,1241.0,374.0,1.49,1.6,3.81,2.85,1.59,4.22,-1.58,5065.0
000959.txt,Car,0.0,0,1.65,534.98,181.67,571.59,211.6,1.45,1.59,3.59,-2.91,1.91,37.2,1.57,5066.0
000959.txt,Car,0.0,0,-1.79,712.08,182.18,830.23,268.12,1.48,1.47,3.7,3.05,1.68,14.5,-1.59,5067.0
000959.txt,Car,0.0,2,-1.74,678.05,175.83,767.66,245.78,1.64,1.64,3.89,2.82,1.74,19.03,-1.6,5068.0
000959.txt,Car,0.0,2,-1.77,670.49,172.62,731.54,230.09,1.69,1.39,2.65,2.79,1.71,22.81,-1.65,5069.0
000959.txt,Car,0.0,1,-1.69,650.98,178.6,696.68,214.33,1.5,1.59,3.79,2.79,1.78,32.58,-1.61,5070.0
000959.txt,Car,0.0,2,-1.61,638.34,176.96,664.66,200.6,1.49,1.57,4.07,2.69,1.78,47.87,-1.55,5071.0
000959.txt,Car,0.0,1,0.16,413.51,182.9,471.86,204.74,1.52,1.51,3.94,-12.17,2.27,52.56,-0.06,5072.0
000959.txt,Car,0.0,1,0.34,333.33,183.52,399.05,206.31,1.58,1.56,4.24,-17.72,2.38,52.47,0.01,5073.0
000959.txt,Pedestrian,0.0,2,-1.77,749.13,161.93,770.12,220.69,1.82,0.69,0.68,4.67,1.48,22.72,-1.57,5074.0
000960.txt,Car,0.0,0,1.63,551.18,178.6,576.02,197.25,1.45,1.77,4.04,-3.77,1.94,58.91,1.57,5075.0
000961.txt,Pedestrian,0.0,0,-1.91,947.69,167.24,1027.3,321.55,1.65,0.88,0.49,4.16,1.5,7.97,-1.45,5076.0
000961.txt,Pedestrian,0.33,1,2.44,0.0,194.48,114.82,373.0,1.65,0.66,0.8,-5.0,1.78,6.38,1.79,5077.0
000961.txt,Pedestrian,0.0,1,1.88,419.81,177.13,457.2,274.93,1.77,0.67,0.91,-3.22,1.69,13.47,1.65,5078.0
000961.txt,Pedestrian,0.0,0,-1.32,525.45,180.48,542.55,236.47,1.66,0.65,0.72,-2.23,1.63,21.71,-1.43,5079.0
000961.txt,Pedestrian,0.0,0,2.08,578.36,179.4,596.98,223.1,1.72,0.88,0.9,-0.78,1.64,28.87,2.05,5080.0
000961.txt,Pedestrian,0.0,0,-1.36,634.67,178.81,648.05,222.08,1.77,0.94,0.93,1.38,1.66,29.96,-1.32,5081.0
000961.txt,Van,0.0,1,-1.72,707.2,105.89,881.27,284.12,2.56,2.06,5.87,3.19,1.48,13.33,-1.5,5082.0
000962.txt,Car,0.0,0,-1.67,636.56,175.95,663.41,198.34,1.42,1.45,3.2,2.6,1.64,47.77,-1.61,5083.0
000962.txt,Car,0.0,0,-1.75,684.67,182.62,764.91,240.58,1.38,1.49,3.32,2.91,1.65,19.14,-1.6,5084.0
000962.txt,Car,0.14,0,-2.05,829.38,185.73,1238.19,374.0,1.5,1.62,3.89,3.58,1.65,7.08,-1.6,5085.0
000962.txt,Car,0.0,2,-1.78,701.33,175.12,737.13,200.1,1.43,1.48,3.25,6.52,1.59,43.48,-1.63,5086.0
000962.txt,Car,0.0,1,-1.88,751.8,176.57,819.57,214.29,1.44,1.56,3.96,7.15,1.61,29.87,-1.65,5087.0
000962.txt,Truck,0.67,1,-2.23,922.95,0.0,1241.0,333.58,3.55,2.56,7.97,7.44,1.62,9.98,-1.6,5088.0
000963.txt,Car,0.0,0,1.35,605.72,180.5,687.36,238.04,1.52,1.55,3.91,0.94,1.75,21.27,1.4,5089.0
000963.txt,Car,0.0,1,1.57,528.54,180.21,594.22,238.16,1.62,1.84,4.1,-1.55,1.86,22.46,1.5,5090.0
000963.txt,Car,0.0,1,-2.91,199.79,183.54,303.05,224.67,1.74,1.58,3.9,-16.12,2.25,32.53,2.92,5091.0
000963.txt,Van,0.0,0,-2.18,288.99,171.2,534.73,302.42,1.95,1.89,4.61,-3.71,1.96,12.88,-2.46,5092.0
000963.txt,Car,0.0,0,-1.97,133.3,202.91,275.12,269.96,1.35,1.64,3.76,-9.82,2.11,17.29,-2.48,5093.0
000964.txt,Pedestrian,0.34,0,-2.0,901.07,157.05,1117.83,373.0,1.76,0.76,1.02,2.37,1.63,4.39,-1.53,5094.0
000964.txt,Pedestrian,0.0,0,-2.25,545.48,159.94,586.31,262.02,1.89,0.96,0.95,-0.83,1.49,13.94,-2.31,5095.0
000964.txt,Pedestrian,0.1,0,-1.93,887.9,171.52,961.64,373.0,1.68,0.64,0.91,2.56,1.61,5.89,-1.54,5096.0
000964.txt,Pedestrian,0.0,0,-1.87,775.9,169.44,836.3,351.2,1.71,0.68,0.93,1.98,1.6,7.25,-1.62,5097.0
000964.txt,Pedestrian,0.0,0,-2.36,721.01,169.83,781.85,319.19,1.71,0.8,0.94,1.69,1.58,8.86,-2.18,5098.0
000964.txt,Pedestrian,0.0,1,-2.16,854.23,158.04,901.62,297.64,1.8,0.83,0.92,3.7,1.5,9.82,-1.81,5099.0
000964.txt,Pedestrian,0.0,2,-2.63,740.66,163.9,816.0,279.65,1.82,0.68,0.99,2.89,1.55,11.9,-2.4,5100.0
000964.txt,Pedestrian,0.0,0,-1.88,822.41,176.05,881.55,322.88,1.63,0.71,0.88,2.88,1.57,8.44,-1.57,5101.0
000964.txt,Pedestrian,0.0,2,-2.39,798.32,161.13,870.93,268.7,1.83,0.78,0.94,4.12,1.48,12.83,-2.09,5102.0
000964.txt,Pedestrian,0.0,2,-1.87,785.43,168.87,857.04,300.79,1.72,0.69,0.88,2.96,1.56,9.86,-1.59,5103.0
000964.txt,Car,0.0,1,1.71,532.34,174.48,599.63,226.55,1.57,1.67,4.14,-1.1,1.36,23.89,1.66,5104.0
000965.txt,Car,0.0,0,1.85,238.24,197.78,464.58,351.83,1.46,1.62,4.04,-3.11,1.84,9.42,1.54,5105.0
